1,2014-07-13T04:29:03.941804Z,-0.45331
2,2014-07-13T04:29:03.941804Z,-0.39432
3,2014-07-13T04:29:03.941804Z,-0.42218
4,2014-07-13T04:29:03.941804Z,-0.43274
5,2014-07-13T04:29:03.941804Z,-0.375
6,2014-07-13T04:29:03.941804Z,-0.3916
1,2014-07-13T04:29:08.948215Z,-0.41818
2,2014-07-13T04:29:08.948215Z,-0.42316
3,2014-07-13T04:29:08.948215Z,-0.4133
4,2014-07-13T04:29:08.948215Z,-0.40237
5,2014-07-13T04:29:08.948215Z,-0.38184
6,2014-07-13T04:29:08.948215Z,-0.39645
1,2014-07-13T04:29:13.901186Z,-0.46179
2,2014-07-13T04:29:13.901186Z,-0.41388
3,2014-07-13T04:29:13.901186Z,-0.37085
4,2014-07-13T04:29:13.901186Z,-0.38025
5,2014-07-13T04:29:13.901186Z,-0.35773
6,2014-07-13T04:29:13.901186Z,-0.40756
1,2014-07-13T04:29:18.948185Z,-0.40933
2,2014-07-13T04:29:18.948185Z,-0.40729
3,2014-07-13T04:29:18.948185Z,-0.4097
4,2014-07-13T04:29:18.948185Z,-0.42249
5,2014-07-13T04:29:18.948185Z,-0.38943
6,2014-07-13T04:29:18.948185Z,-0.40955
1,2014-07-13T04:29:23.921228Z,-0.46356
2,2014-07-13T04:29:23.921228Z,-0.39352
3,2014-07-13T04:29:23.921228Z,-0.42282
4,2014-07-13T04:29:23.921228Z,-0.43884
5,2014-07-13T04:29:23.921228Z,-0.40283
6,2014-07-13T04:29:23.921228Z,-0.38071
1,2014-07-13T04:29:28.921238Z,-0.45929
2,2014-07-13T04:29:28.921238Z,-0.39526
3,2014-07-13T04:29:28.921238Z,-0.40097
4,2014-07-13T04:29:28.921238Z,-0.41568
5,2014-07-13T04:29:28.921238Z,-0.40234
6,2014-07-13T04:29:28.921238Z,-0.41785
1,2014-07-13T04:29:33.941358Z,-0.44031
2,2014-07-13T04:29:33.941358Z,-0.37836
3,2014-07-13T04:29:33.941358Z,-0.42664
4,2014-07-13T04:29:33.941358Z,-0.41705
5,2014-07-13T04:29:33.941358Z,-0.43033
6,2014-07-13T04:29:33.941358Z,-0.40411
1,2014-07-13T04:29:38.988105Z,-0.44116
2,2014-07-13T04:29:38.988105Z,-0.41586
3,2014-07-13T04:29:38.988105Z,-0.39169
4,2014-07-13T04:29:38.988105Z,-0.38159
5,2014-07-13T04:29:38.988105Z,-0.40451
6,2014-07-13T04:29:38.988105Z,-0.35577
1,2014-07-13T04:29:43.921324Z,-0.44995
2,2014-07-13T04:29:43.921324Z,-0.42505
3,2014-07-13T04:29:43.921324Z,-0.39413
4,2014-07-13T04:29:43.921324Z,-0.38791
5,2014-07-13T04:29:43.921324Z,-0.41205
6,2014-07-13T04:29:43.921324Z,-0.38812
1,2014-07-13T04:29:48.941478Z,-0.44446
2,2014-07-13T04:29:48.941478Z,-0.41418
3,2014-07-13T04:29:48.941478Z,-0.42923
4,2014-07-13T04:29:48.941478Z,-0.41327
5,2014-07-13T04:29:48.941478Z,-0.39532
6,2014-07-13T04:29:48.941478Z,-0.3909
1,2014-07-13T04:29:53.926963Z,-0.42789
2,2014-07-13T04:29:53.926963Z,-0.39124
3,2014-07-13T04:29:53.926963Z,-0.38452
4,2014-07-13T04:29:53.926963Z,-0.42468
5,2014-07-13T04:29:53.926963Z,-0.41287
6,2014-07-13T04:29:53.926963Z,-0.4252
1,2014-07-13T04:29:58.992782Z,-0.45761
2,2014-07-13T04:29:58.992782Z,-0.37354
3,2014-07-13T04:29:58.992782Z,-0.40933
4,2014-07-13T04:29:58.992782Z,-0.40869
5,2014-07-13T04:29:58.992782Z,-0.43335
6,2014-07-13T04:29:58.992782Z,-0.38812
1,2014-07-13T04:30:05.745974Z,-0.41736
2,2014-07-13T04:30:05.745974Z,-0.4183
3,2014-07-13T04:30:05.745974Z,-0.39999
4,2014-07-13T04:30:05.745974Z,-0.41925
5,2014-07-13T04:30:05.745974Z,-0.40457
6,2014-07-13T04:30:05.745974Z,-0.39764
1,2014-07-13T04:30:10.207922Z,-0.43848
2,2014-07-13T04:30:10.207922Z,-0.39563
3,2014-07-13T04:30:10.207922Z,-0.4267
4,2014-07-13T04:30:10.207922Z,-0.39127
5,2014-07-13T04:30:10.207922Z,-0.37982
6,2014-07-13T04:30:10.207922Z,-0.36929
1,2014-07-13T04:30:15.399173Z,-0.45291
2,2014-07-13T04:30:15.399173Z,-0.38916
3,2014-07-13T04:30:15.399173Z,-0.40115
4,2014-07-13T04:30:15.399173Z,-0.44376
5,2014-07-13T04:30:15.399173Z,-0.40054
6,2014-07-13T04:30:15.399173Z,-0.40131
1,2014-07-13T04:30:20.135701Z,-0.47
2,2014-07-13T04:30:20.135701Z,-0.41528
3,2014-07-13T04:30:20.135701Z,-0.42551
4,2014-07-13T04:30:20.135701Z,-0.3927
5,2014-07-13T04:30:20.135701Z,-0.43491
6,2014-07-13T04:30:20.135701Z,-0.40125
1,2014-07-13T04:30:25.168982Z,-0.44434
2,2014-07-13T04:30:25.168982Z,-0.42624
3,2014-07-13T04:30:25.168982Z,-0.39111
4,2014-07-13T04:30:25.168982Z,-0.42657
5,2014-07-13T04:30:25.168982Z,-0.42673
6,2014-07-13T04:30:25.168982Z,-0.35614
1,2014-07-13T04:30:30.128557Z,-0.45081
2,2014-07-13T04:30:30.128557Z,-0.40613
3,2014-07-13T04:30:30.128557Z,-0.39133
4,2014-07-13T04:30:30.128557Z,-0.43408
5,2014-07-13T04:30:30.128557Z,-0.40875
6,2014-07-13T04:30:30.128557Z,-0.38596
1,2014-07-13T04:30:35.098883Z,-0.43735
2,2014-07-13T04:30:35.098883Z,-0.41626
3,2014-07-13T04:30:35.098883Z,-0.41666
4,2014-07-13T04:30:35.098883Z,-0.39423
5,2014-07-13T04:30:35.098883Z,-0.42819
6,2014-07-13T04:30:35.098883Z,-0.42145
1,2014-07-13T04:30:40.138590Z,-0.4444
2,2014-07-13T04:30:40.138590Z,-0.37442
3,2014-07-13T04:30:40.138590Z,-0.41409
4,2014-07-13T04:30:40.138590Z,-0.39154
5,2014-07-13T04:30:40.138590Z,-0.4169
6,2014-07-13T04:30:40.138590Z,-0.37439
1,2014-07-13T04:30:45.108747Z,-0.44904
2,2014-07-13T04:30:45.108747Z,-0.4101
3,2014-07-13T04:30:45.108747Z,-0.39075
4,2014-07-13T04:30:45.108747Z,-0.44348
5,2014-07-13T04:30:45.108747Z,-0.41156
6,2014-07-13T04:30:45.108747Z,-0.39413
1,2014-07-13T04:30:50.109429Z,-0.42529
2,2014-07-13T04:30:50.109429Z,-0.41437
3,2014-07-13T04:30:50.109429Z,-0.43008
4,2014-07-13T04:30:50.109429Z,-0.40421
5,2014-07-13T04:30:50.109429Z,-0.41626
6,2014-07-13T04:30:50.109429Z,-0.40604
1,2014-07-13T04:30:55.095774Z,-0.4447
2,2014-07-13T04:30:55.095774Z,-0.42697
3,2014-07-13T04:30:55.095774Z,-0.40482
4,2014-07-13T04:30:55.095774Z,-0.39444
5,2014-07-13T04:30:55.095774Z,-0.42764
6,2014-07-13T04:30:55.095774Z,-0.39685
1,2014-07-13T04:31:00.108716Z,-0.41248
2,2014-07-13T04:31:00.108716Z,-0.38794
3,2014-07-13T04:31:00.108716Z,-0.4194
4,2014-07-13T04:31:00.108716Z,-0.42819
5,2014-07-13T04:31:00.108716Z,-0.44125
6,2014-07-13T04:31:00.108716Z,-0.35352
1,2014-07-13T04:31:05.092771Z,-0.452
2,2014-07-13T04:31:05.092771Z,-0.35852
3,2014-07-13T04:31:05.092771Z,-0.4238
4,2014-07-13T04:31:05.092771Z,-0.38882
5,2014-07-13T04:31:05.092771Z,-0.42062
6,2014-07-13T04:31:05.092771Z,-0.42065
1,2014-07-13T04:31:10.189715Z,-0.41565
2,2014-07-13T04:31:10.189715Z,-0.39944
3,2014-07-13T04:31:10.189715Z,-0.41525
4,2014-07-13T04:31:10.189715Z,-0.42926
5,2014-07-13T04:31:10.189715Z,-0.36472
6,2014-07-13T04:31:10.189715Z,-0.39218
1,2014-07-13T04:31:15.128722Z,-0.43915
2,2014-07-13T04:31:15.128722Z,-0.42313
3,2014-07-13T04:31:15.128722Z,-0.43951
4,2014-07-13T04:31:15.128722Z,-0.43549
5,2014-07-13T04:31:15.128722Z,-0.39716
6,2014-07-13T04:31:15.128722Z,-0.38882
1,2014-07-13T04:31:20.199637Z,-0.43628
2,2014-07-13T04:31:20.199637Z,-0.42786
3,2014-07-13T04:31:20.199637Z,-0.39264
4,2014-07-13T04:31:20.199637Z,-0.42654
5,2014-07-13T04:31:20.199637Z,-0.39075
6,2014-07-13T04:31:20.199637Z,-0.39343
1,2014-07-13T04:31:25.115656Z,-0.43823
2,2014-07-13T04:31:25.115656Z,-0.4281
3,2014-07-13T04:31:25.115656Z,-0.39603
4,2014-07-13T04:31:25.115656Z,-0.39352
5,2014-07-13T04:31:25.115656Z,-0.37732
6,2014-07-13T04:31:25.115656Z,-0.40088
1,2014-07-13T04:31:30.096554Z,-0.42984
2,2014-07-13T04:31:30.096554Z,-0.41898
3,2014-07-13T04:31:30.096554Z,-0.4072
4,2014-07-13T04:31:30.096554Z,-0.41415
5,2014-07-13T04:31:30.096554Z,-0.37878
6,2014-07-13T04:31:30.096554Z,-0.40189
1,2014-07-13T04:31:35.068731Z,-0.44904
2,2014-07-13T04:31:35.068731Z,-0.37421
3,2014-07-13T04:31:35.068731Z,-0.41193
4,2014-07-13T04:31:35.068731Z,-0.41885
5,2014-07-13T04:31:35.068731Z,-0.40222
6,2014-07-13T04:31:35.068731Z,-0.37631
1,2014-07-13T04:31:40.089761Z,-0.46475
2,2014-07-13T04:31:40.089761Z,-0.37424
3,2014-07-13T04:31:40.089761Z,-0.3963
4,2014-07-13T04:31:40.089761Z,-0.36212
5,2014-07-13T04:31:40.089761Z,-0.42755
6,2014-07-13T04:31:40.089761Z,-0.38385
1,2014-07-13T04:31:45.068645Z,-0.44717
2,2014-07-13T04:31:45.068645Z,-0.40839
3,2014-07-13T04:31:45.068645Z,-0.41547
4,2014-07-13T04:31:45.068645Z,-0.40457
5,2014-07-13T04:31:45.068645Z,-0.43588
6,2014-07-13T04:31:45.068645Z,-0.38257
1,2014-07-13T04:31:50.068998Z,-0.44785
2,2014-07-13T04:31:50.068998Z,-0.42059
3,2014-07-13T04:31:50.068998Z,-0.37769
4,2014-07-13T04:31:50.068998Z,-0.43298
5,2014-07-13T04:31:50.068998Z,-0.43005
6,2014-07-13T04:31:50.068998Z,-0.41501
1,2014-07-13T04:31:55.181563Z,-0.4549
2,2014-07-13T04:31:55.181563Z,-0.4166
3,2014-07-13T04:31:55.181563Z,-0.42813
4,2014-07-13T04:31:55.181563Z,-0.41141
5,2014-07-13T04:31:55.181563Z,-0.41049
6,2014-07-13T04:31:55.181563Z,-0.36856
1,2014-07-13T04:32:00.095759Z,-0.46158
2,2014-07-13T04:32:00.095759Z,-0.39389
3,2014-07-13T04:32:00.095759Z,-0.42587
4,2014-07-13T04:32:00.095759Z,-0.41544
5,2014-07-13T04:32:00.095759Z,-0.42361
6,2014-07-13T04:32:00.095759Z,-0.41782
1,2014-07-13T04:32:05.088998Z,-0.45877
2,2014-07-13T04:32:05.088998Z,-0.3663
3,2014-07-13T04:32:05.088998Z,-0.40588
4,2014-07-13T04:32:05.088998Z,-0.43521
5,2014-07-13T04:32:05.088998Z,-0.42365
6,2014-07-13T04:32:05.088998Z,-0.37393
1,2014-07-13T04:32:10.069059Z,-0.44894
2,2014-07-13T04:32:10.069059Z,-0.38321
3,2014-07-13T04:32:10.069059Z,-0.42401
4,2014-07-13T04:32:10.069059Z,-0.39301
5,2014-07-13T04:32:10.069059Z,-0.40988
6,2014-07-13T04:32:10.069059Z,-0.40845
1,2014-07-13T04:32:15.088736Z,-0.41144
2,2014-07-13T04:32:15.088736Z,-0.38788
3,2014-07-13T04:32:15.088736Z,-0.41052
4,2014-07-13T04:32:15.088736Z,-0.37289
5,2014-07-13T04:32:15.088736Z,-0.44128
6,2014-07-13T04:32:15.088736Z,-0.37527
1,2014-07-13T04:32:20.088996Z,-0.45493
2,2014-07-13T04:32:20.088996Z,-0.42535
3,2014-07-13T04:32:20.088996Z,-0.39221
4,2014-07-13T04:32:20.088996Z,-0.42123
5,2014-07-13T04:32:20.088996Z,-0.42838
6,2014-07-13T04:32:20.088996Z,-0.4151
1,2014-07-13T04:32:25.108538Z,-0.4451
2,2014-07-13T04:32:25.108538Z,-0.42197
3,2014-07-13T04:32:25.108538Z,-0.42691
4,2014-07-13T04:32:25.108538Z,-0.43588
5,2014-07-13T04:32:25.108538Z,-0.42679
6,2014-07-13T04:32:25.108538Z,-0.39792
1,2014-07-13T04:32:30.129628Z,-0.44543
2,2014-07-13T04:32:30.129628Z,-0.41425
3,2014-07-13T04:32:30.129628Z,-0.43112
4,2014-07-13T04:32:30.129628Z,-0.41006
5,2014-07-13T04:32:30.129628Z,-0.43204
6,2014-07-13T04:32:30.129628Z,-0.41766
1,2014-07-13T04:32:35.068694Z,-0.46295
2,2014-07-13T04:32:35.068694Z,-0.41626
3,2014-07-13T04:32:35.068694Z,-0.40497
4,2014-07-13T04:32:35.068694Z,-0.41641
5,2014-07-13T04:32:35.068694Z,-0.42648
6,2014-07-13T04:32:35.068694Z,-0.3551
1,2014-07-13T04:32:40.068677Z,-0.44815
2,2014-07-13T04:32:40.068677Z,-0.37939
3,2014-07-13T04:32:40.068677Z,-0.43076
4,2014-07-13T04:32:40.068677Z,-0.43259
5,2014-07-13T04:32:40.068677Z,-0.39929
6,2014-07-13T04:32:40.068677Z,-0.41473
1,2014-07-13T04:32:45.130603Z,-0.43988
2,2014-07-13T04:32:45.130603Z,-0.3833
3,2014-07-13T04:32:45.130603Z,-0.41711
4,2014-07-13T04:32:45.130603Z,-0.38077
5,2014-07-13T04:32:45.130603Z,-0.40393
6,2014-07-13T04:32:45.130603Z,-0.38501
